"Vorwahl";"Ortsnetz";"10_oder_11";"Losgr";"Sum_RNB";"Stand"
"05401";"GeorgsmarienhÅtte";1011;3;191;"07.10.2008"
"05402";"Bissendorf Kr OsnabrÅck";11;4;1495;"07.10.2008"
"05403";"Bad Iburg";1011;3;151;"07.10.2008"
"05404";"Westerkappeln";1011;4;212;"07.10.2008"
"05405";"Hasbergen Kr OsnabrÅck";11;4;1316;"07.10.2008"
"05406";"Belm";11;4;996;"07.10.2008"
"05407";"Wallenhorst";11;4;976;"07.10.2008"
"05409";"Hilter am Teutoburger Wald";1011;4;212;"07.10.2008"
"0541";"OsnabrÅck";1011;10;1904;"07.10.2008"
"05421";"Dissen am Teutoburger Wald";1011;4;237;"07.10.2008"
"05422";"Melle";11;4;650;"07.10.2008"
"05423";"Versmold";1011;3;181;"07.10.2008"
"05424";"Bad Rothenfelde";11;4;947;"07.10.2008"
"05425";"Borgholzhausen";1011;4;292;"07.10.2008"
"05426";"Glandorf";1011;4;237;"07.10.2008"
"05427";"Melle-Buer";1011;4;283;"07.10.2008"
"05428";"Melle-Neuenkirchen";1011;3;172;"07.10.2008"
"05429";"Melle-Wellingholzhausen";1011;4;263;"07.10.2008"
"05431";"QuakenbrÅck";11;4;1165;"07.10.2008"
"05432";"Lîningen";1011;4;216;"07.10.2008"
"05433";"Badbergen";1011;4;252;"07.10.2008"
"05434";"Essen Oldenburg";1011;4;211;"07.10.2008"
"05435";"Berge b QuakenbrÅck";1011;3;181;"07.10.2008"
"05436";"Nortrup";1011;4;262;"07.10.2008"
"05437";"Menslage";1011;4;296;"07.10.2008"
"05438";"Bakum-LÅsche";1011;10;415;"07.10.2008"
"05439";"BersenbrÅck";1011;4;299;"07.10.2008"
"05441";"Diepholz";11;4;830;"07.10.2008"
"05442";"Barnstorf Kr Diepholz";1011;4;248;"07.10.2008"
"05443";"Lemfîrde";1011;3;155;"07.10.2008"
"05444";"Wagenfeld";1011;3;168;"07.10.2008"
"05445";"Drebber";1011;4;316;"07.10.2008"
"05446";"Rehden";1011;4;305;"07.10.2008"
"05447";"Lembruch";1011;10;357;"07.10.2008"
"05448";"Barver";1011;4;334;"07.10.2008"
"05451";"IbbenbÅren";11;4;1135;"07.10.2008"
"05452";"Mettingen Westf";1011;3;169;"07.10.2008"
"05453";"Recke";1011;10;411;"07.10.2008"
"05454";"Hîrstel-Riesenbeck";1011;4;300;"07.10.2008"
"05455";"Tecklenburg-Brochterbeck";1011;4;294;"07.10.2008"
"05456";"Westerkappeln-Velpe";1011;10;354;"07.10.2008"
"05457";"Hopsten-Schale";1011;10;691;"07.10.2008"
"05458";"Hopsten";1011;3;163;"07.10.2008"
"05459";"Hîrstel";1011;4;326;"07.10.2008"
"05461";"Bramsche Hase";1011;3;198;"07.10.2008"
"05462";"Ankum";1011;3;155;"07.10.2008"
"05464";"Alfhausen";1011;10;561;"07.10.2008"
"05465";"Neuenkirchen b Bramsche";11;4;1453;"07.10.2008"
"05466";"Merzen";1011;4;298;"07.10.2008"
"05467";"Voltlage";1011;10;394;"07.10.2008"
"05468";"Bramsche-Engter";1011;4;208;"07.10.2008"
"05471";"Bohmte";11;4;1258;"07.10.2008"
"05472";"Bad Essen";1011;4;229;"07.10.2008"
"05473";"Ostercappeln";11;4;1489;"07.10.2008"
"05474";"Stemwede-Dielingen";1011;4;208;"07.10.2008"
"05475";"Bohmte-Hunteburg";1011;10;351;"07.10.2008"
"05476";"Ostercappeln-Venne";1011;4;222;"07.10.2008"
"05481";"Lengerich Westf";11;4;1267;"07.10.2008"
"05482";"Tecklenburg";1011;4;313;"07.10.2008"
"05483";"Lienen";1011;3;195;"07.10.2008"
"05484";"Lienen-Kattenvenne";1011;4;343;"07.10.2008"
"05485";"Ladbergen";1011;10;534;"07.10.2008"
"05491";"Damme DÅmmer";1011;3;199;"07.10.2008"
"05492";"Steinfeld Oldenburg";1011;4;211;"07.10.2008"
"05493";"Neuenkirchen Kr Vechta";1011;4;254;"07.10.2008"
"05494";"Holdorf Niedersachs";1011;3;177;"07.10.2008"
"05495";"Vîrden Kr Vechta";1011;4;239;"07.10.2008"
"05502";"Dransfeld";1011;3;161;"07.10.2008"
"05503";"Nîrten-Hardenberg";1011;4;202;"07.10.2008"
"05504";"Friedland Kr Gîttingen";11;4;1540;"07.10.2008"
"05505";"Hardegsen";1011;4;289;"07.10.2008"
"05506";"Adelebsen";1011;3;178;"07.10.2008"
"05507";"Ebergîtzen";1011;4;205;"07.10.2008"
"05508";"Gleichen-Rittmarshausen";1011;4;242;"07.10.2008"
"05509";"Rosdorf Kr Gîttingen";1011;4;224;"07.10.2008"
"0551";"Gîttingen";1011;10;1679;"07.10.2008"
"05520";"Braunlage";1011;4;243;"07.10.2008"
"05521";"Herzberg am Harz";1011;3;193;"07.10.2008"
"05522";"Osterode am Harz";1011;3;168;"07.10.2008"
"05523";"Bad Sachsa";1011;4;229;"07.10.2008"
"05524";"Bad Lauterberg im Harz";1011;4;206;"07.10.2008"
"05525";"Walkenried";1011;4;249;"07.10.2008"
"05527";"Duderstadt";11;4;1534;"07.10.2008"
"05528";"Gieboldehausen";1011;3;163;"07.10.2008"
"05529";"Rhumspringe";1011;3;188;"07.10.2008"
"05531";"Holzminden";11;4;766;"07.10.2008"
"05532";"Stadtoldendorf";1011;4;253;"07.10.2008"
"05533";"Bodenwerder";1011;4;229;"07.10.2008"
"05534";"Eschershausen a d Lenne";1011;4;243;"07.10.2008"
"05535";"Polle";1011;4;309;"07.10.2008"
"05536";"Holzminden-Neuhaus";1011;4;230;"07.10.2008"
"05541";"Hann. MÅnden";11;4;1998;"07.10.2008"
"05542";"Witzenhausen";11;4;1448;"07.10.2008"
"05543";"Staufenberg Niedersachs";1011;3;186;"07.10.2008"
"05544";"Reinhardshagen";1011;3;167;"07.10.2008"
"05545";"HedemÅnden";1011;4;262;"07.10.2008"
"05546";"Scheden";1011;4;280;"07.10.2008"
"05551";"Northeim";11;4;1020;"07.10.2008"
"05552";"Katlenburg";1011;3;197;"07.10.2008"
"05553";"Kalefeld";1011;3;183;"07.10.2008"
"05554";"Moringen";1011;4;251;"07.10.2008"
"05555";"Moringen-Fredelsloh";1011;4;336;"07.10.2008"
"05556";"Lindau Harz";1011;4;238;"07.10.2008"
"05561";"Einbeck";11;4;963;"07.10.2008"
"05562";"Dassel-Markoldendorf";1011;4;210;"07.10.2008"
"05563";"Kreiensen";1011;4;218;"07.10.2008"
"05564";"Dassel";1011;3;184;"07.10.2008"
"05565";"Einbeck-Wenzen";1011;4;245;"07.10.2008"
"05571";"Uslar";1011;3;168;"07.10.2008"
"05572";"Bodenfelde";1011;4;256;"07.10.2008"
"05573";"Uslar-Volpriehausen";1011;4;293;"07.10.2008"
"05574";"Oberweser";1011;4;256;"07.10.2008"
"05582";"Sankt Andreasberg";1011;4;245;"07.10.2008"
"05583";"Braunlage-Hohegeiss";1011;10;359;"07.10.2008"
"05584";"Hattorf am Harz";1011;4;204;"07.10.2008"
"05585";"Herzberg-Sieber";1011;10;584;"07.10.2008"
"05586";"Wieda";1011;10;356;"07.10.2008"
"05592";"Gleichen-Bremke";1011;4;245;"07.10.2008"
"05593";"Bovenden-Lenglern";1011;4;240;"07.10.2008"
"05594";"Bovenden-Reyershausen";1011;3;197;"07.10.2008"
"05601";"Schauenburg";1011;4;291;"07.10.2008"
"05602";"Hessisch Lichtenau";11;4;1598;"07.10.2008"
"05603";"Gudensberg";1011;4;237;"07.10.2008"
"05604";"Grossalmerode";1011;10;400;"07.10.2008"
"05605";"Kaufungen Hess";11;4;1386;"07.10.2008"
"05606";"Zierenberg";1011;3;194;"07.10.2008"
"05607";"Fuldatal";1011;10;396;"07.10.2008"
"05608";"Sîhrewald";1011;3;167;"07.10.2008"
"05609";"Ahnatal";11;4;1488;"07.10.2008"
"0561";"Kassel";1011;10;1835;"07.10.2008"
"05621";"Bad Wildungen";11;4;1018;"07.10.2008"
"05622";"Fritzlar";1011;4;239;"07.10.2008"
"05623";"Edertal";1011;10;439;"07.10.2008"
"05624";"Bad Emstal";1011;4;223;"07.10.2008"
"05625";"Naumburg Hess";1011;4;265;"07.10.2008"
"05626";"Bad Zwesten";1011;4;291;"07.10.2008"
"05631";"Korbach";11;4;1277;"07.10.2008"
"05632";"Willingen Upland";1011;10;415;"07.10.2008"
"05633";"Diemelsee";1011;4;338;"07.10.2008"
"05634";"Waldeck-Sachsenhausen";1011;3;178;"07.10.2008"
"05635";"Vîhl";1011;4;230;"07.10.2008"
"05636";"Lichtenfels-Goddelsheim";1011;4;239;"07.10.2008"
"05641";"Warburg";11;4;1263;"07.10.2008"
"05642";"Warburg-Scherfede";1011;10;396;"07.10.2008"
"05643";"Borgentreich";1011;4;217;"07.10.2008"
"05644";"Willebadessen-Peckelsheim";1011;4;226;"07.10.2008"
"05645";"Borgentreich-Borgholz";1011;4;219;"07.10.2008"
"05646";"Willebadessen";1011;4;264;"07.10.2008"
"05647";"Lichtenau-Kleinenberg";1011;10;412;"07.10.2008"
"05648";"Brakel-Gehrden";1011;10;385;"07.10.2008"
"05650";"Cornberg";1011;10;491;"07.10.2008"
"05651";"Eschwege";11;4;1726;"07.10.2008"
"05652";"Bad Sooden-Allendorf";1011;4;321;"07.10.2008"
"05653";"Sontra";1011;4;291;"07.10.2008"
"05654";"Herleshausen";1011;10;351;"07.10.2008"
"05655";"Wanfried";1011;4;244;"07.10.2008"
"05656";"Waldkappel";1011;4;304;"07.10.2008"
"05657";"Meissner";1011;4;229;"07.10.2008"
"05658";"Wehretal";1011;4;263;"07.10.2008"
"05659";"Ringgau";1011;4;325;"07.10.2008"
"05661";"Melsungen";11;4;1826;"07.10.2008"
"05662";"Felsberg Hess";1011;4;249;"07.10.2008"
"05663";"Spangenberg";1011;4;207;"07.10.2008"
"05664";"Morschen";1011;4;246;"07.10.2008"
"05665";"Guxhagen";11;4;839;"07.10.2008"
"05671";"Hofgeismar";11;4;1626;"07.10.2008"
"05672";"Bad Karlshafen";1011;4;246;"07.10.2008"
"05673";"Immenhausen Hess";1011;4;234;"07.10.2008"
"05674";"Grebenstein";11;4;1396;"07.10.2008"
"05675";"Trendelburg";1011;4;252;"07.10.2008"
"05676";"Liebenau Hess";1011;4;275;"07.10.2008"
"05677";"Calden-Westuffeln";1011;4;306;"07.10.2008"
"05681";"Homberg Efze";1011;3;198;"07.10.2008"
"05682";"Borken Hessen";1011;3;176;"07.10.2008"
"05683";"Wabern Hess";1011;4;234;"07.10.2008"
"05684";"Frielendorf";1011;3;181;"07.10.2008"
"05685";"KnÅllwald";1011;4;246;"07.10.2008"
"05686";"Schwarzenborn KnÅll";1011;4;327;"07.10.2008"
"05691";"Bad Arolsen";11;4;1468;"07.10.2008"
"05692";"Wolfhagen";1011;4;215;"07.10.2008"
"05693";"Volkmarsen";1011;4;229;"07.10.2008"
"05694";"Diemelstadt";1011;4;268;"07.10.2008"
"05695";"Twistetal";1011;4;256;"07.10.2008"
"05696";"Bad Arolsen-Landau";1011;10;593;"07.10.2008"
"05702";"Petershagen-Lahde";1011;4;223;"07.10.2008"
"05703";"Hille";1011;4;215;"07.10.2008"
"05704";"Petershagen-Friedewalde";1011;3;162;"07.10.2008"
"05705";"Petershagen-Windheim";1011;4;239;"07.10.2008"
"05706";"Porta Westfalica";1011;4;325;"07.10.2008"
"05707";"Petershagen Weser";1011;3;163;"07.10.2008"
"0571";"Minden Westf";1011;30;2742;"07.10.2008"
"05721";"Stadthagen";11;4;900;"07.10.2008"
"05722";"BÅckeburg";11;4;1420;"07.10.2008"
"05723";"Bad Nenndorf";11;4;995;"07.10.2008"
"05724";"Obernkirchen";11;4;1426;"07.10.2008"
"05725";"Lindhorst b Stadthagen";11;4;1638;"07.10.2008"
"05726";"Wiedensahl";1011;4;266;"07.10.2008"
"05731";"Bad Oeynhausen";11;4;1044;"07.10.2008"
"05732";"Lîhne";11;4;984;"07.10.2008"
"05733";"Vlotho";11;4;1475;"07.10.2008"
"05734";"Bergkirchen Westf";1011;4;253;"07.10.2008"
"05741";"LÅbbecke";11;4;1006;"07.10.2008"
"05742";"Preussisch Oldendorf";1011;4;307;"07.10.2008"
"05743";"Espelkamp-Gestringen";1011;3;197;"07.10.2008"
"05744";"HÅllhorst";11;4;1590;"07.10.2008"
"05745";"Stemwede-Levern";1011;4;206;"07.10.2008"
"05746";"Rîdinghausen";1011;4;249;"07.10.2008"
"05751";"Rinteln";11;4;1330;"07.10.2008"
"05752";"Auetal-Hattendorf";1011;4;266;"07.10.2008"
"05753";"Auetal-Bernsen";1011;10;421;"07.10.2008"
"05754";"Extertal-Bremke";1011;4;281;"07.10.2008"
"05755";"Kalletal-Varenholz";1011;4;307;"07.10.2008"
"05761";"Stolzenau";1011;4;204;"07.10.2008"
"05763";"Uchte";1011;3;188;"07.10.2008"
"05764";"Steyerberg";1011;3;181;"07.10.2008"
"05765";"Raddestorf";1011;4;347;"07.10.2008"
"05766";"Rehburg-Loccum";1011;10;361;"07.10.2008"
"05767";"Warmsen";1011;10;453;"07.10.2008"
"05768";"Petershagen-Heimsen";1011;10;403;"07.10.2008"
"05769";"Steyerberg-Voigtei";1011;10;407;"07.10.2008"
"05771";"Rahden Westf";1011;4;249;"07.10.2008"
"05772";"Espelkamp";11;4;1568;"07.10.2008"
"05773";"Stemwede-Wehdem";1011;4;221;"07.10.2008"
"05774";"Wagenfeld-Strîhen";1011;10;361;"07.10.2008"
"05775";"Diepenau";1011;4;309;"07.10.2008"
"05776";"Preussisch Strîhen";1011;4;272;"07.10.2008"
"05777";"Diepenau-Essern";1011;10;431;"07.10.2008"
"05802";"Wrestedt";1011;10;403;"07.10.2008"
"05803";"Rosche";1011;4;286;"07.10.2008"
"05804";"RÑtzlingen Kr Uelzen";1011;10;395;"07.10.2008"
"05805";"Oetzen";1011;4;327;"07.10.2008"
"05806";"Barum b Bad Bevensen";1011;10;407;"07.10.2008"
"05807";"Altenmedingen";1011;10;387;"07.10.2008"
"05808";"Gerdau";1011;4;320;"07.10.2008"
"0581";"Uelzen";1011;30;3481;"07.10.2008"
"05820";"Suhlendorf";1011;4;326;"07.10.2008"
"05821";"Bad Bevensen";1011;4;277;"07.10.2008"
"05822";"Ebstorf";1011;4;340;"07.10.2008"
"05823";"BienenbÅttel";1011;4;306;"07.10.2008"
"05824";"Bad Bodenteich";1011;4;220;"07.10.2008"
"05825";"Wieren";1011;4;230;"07.10.2008"
"05826";"Suderburg";1011;4;337;"07.10.2008"
"05827";"UnterlÅ·";1011;4;334;"07.10.2008"
"05828";"Himbergen";1011;4;270;"07.10.2008"
"05829";"Wriedel";1011;4;251;"07.10.2008"
"05831";"Wittingen";1011;4;213;"07.10.2008"
"05832";"HankensbÅttel";1011;4;264;"07.10.2008"
"05833";"Brome";1011;4;300;"07.10.2008"
"05834";"Wittingen-Knesebeck";1011;10;397;"07.10.2008"
"05835";"Wahrenholz";1011;4;310;"07.10.2008"
"05836";"Wittingen-Radenbeck";1011;10;489;"07.10.2008"
"05837";"Sprakensehl";1011;10;401;"07.10.2008"
"05838";"Gross Oesingen";1011;4;309;"07.10.2008"
"05839";"Wittingen-Ohrdorf";1011;10;592;"07.10.2008"
"05840";"Schnackenburg";1011;10;633;"07.10.2008"
"05841";"LÅchow Wendland";1011;4;222;"07.10.2008"
"05842";"Schnega";1011;4;336;"07.10.2008"
"05843";"Wustrow";1011;4;275;"07.10.2008"
"05844";"Clenze";1011;4;281;"07.10.2008"
"05845";"Bergen Dumme";1011;4;345;"07.10.2008"
"05846";"Gartow Niedersachs";1011;4;300;"07.10.2008"
"05848";"Trebel";1011;4;331;"07.10.2008"
"05849";"Waddeweitz";1011;10;435;"07.10.2008"
"05850";"Neetze";1011;4;244;"07.10.2008"
"05851";"Dahlenburg";1011;4;291;"07.10.2008"
"05852";"Bleckede";11;4;1519;"07.10.2008"
"05853";"Neu Darchau";1011;4;268;"07.10.2008"
"05854";"Bleckede-Barskamp";1011;4;309;"07.10.2008"
"05855";"Nahrendorf";1011;10;396;"07.10.2008"
"05857";"Bleckede-Brackede";1011;10;575;"07.10.2008"
"05858";"Hitzacker-Wietzetze";1011;10;625;"07.10.2008"
"05859";"Thomasburg";1011;10;435;"07.10.2008"
"05861";"Dannenberg Elbe";1011;4;272;"07.10.2008"
"05862";"Hitzacker Elbe";1011;4;304;"07.10.2008"
"05863";"Zernien";1011;4;301;"07.10.2008"
"05864";"Jameln";1011;4;286;"07.10.2008"
"05865";"Gusborn";1011;4;245;"07.10.2008"
"05872";"Stoetze";1011;10;606;"07.10.2008"
"05873";"Eimke";1011;10;608;"07.10.2008"
"05874";"Soltendieck";1011;10;541;"07.10.2008"
"05875";"Emmendorf";1011;10;581;"07.10.2008"
"05882";"Gorleben";1011;10;404;"07.10.2008"
"05883";"Lemgow";1011;4;269;"07.10.2008"
"05901";"FÅrstenau b Bramsche";11;4;1413;"07.10.2008"
"05902";"Freren";1011;3;164;"07.10.2008"
"05903";"EmsbÅren";11;4;1288;"07.10.2008"
"05904";"Lengerich Emsl";1011;3;176;"07.10.2008"
"05905";"Beesten";1011;10;388;"07.10.2008"
"05906";"LÅnne";1011;4;323;"07.10.2008"
"05907";"Geeste";1011;4;235;"07.10.2008"
"05908";"Wietmarschen-Lohne";11;4;1253;"07.10.2008"
"05909";"Wettrup";1011;10;465;"07.10.2008"
"0591";"Lingen (Ems)";1011;30;2513;"07.10.2008"
"05921";"Nordhorn";11;4;816;"07.10.2008"
"05922";"Bad Bentheim";1011;4;220;"07.10.2008"
"05923";"SchÅttorf";1011;3;199;"07.10.2008"
"05924";"Bad Bentheim-Gildehaus";1011;4;323;"07.10.2008"
"05925";"Wietmarschen";1011;4;221;"07.10.2008"
"05926";"Engden";1011;10;519;"07.10.2008"
"05931";"Meppen";11;4;1149;"07.10.2008"
"05932";"Haren Ems";11;4;1475;"07.10.2008"
"05933";"Lathen";1011;4;290;"07.10.2008"
"05934";"Haren-RÅtenbrock";1011;4;220;"07.10.2008"
"05935";"Twist-Schîninghsdorf";1011;4;293;"07.10.2008"
"05936";"Twist";1011;4;322;"07.10.2008"
"05937";"Geeste-Gross Hesepe";1011;10;516;"07.10.2008"
"05939";"Sustrum";1011;4;273;"07.10.2008"
"05941";"Neuenhaus Dinkel";11;4;1353;"07.10.2008"
"05942";"Uelsen";11;4;1348;"07.10.2008"
"05943";"Emlichheim";1011;4;278;"07.10.2008"
"05944";"Hoogstede";1011;3;200;"07.10.2008"
"05945";"Wilsum";1011;10;379;"07.10.2008"
"05946";"Georgsdorf";1011;4;292;"07.10.2008"
"05947";"Laar Vechte";1011;10;447;"07.10.2008"
"05948";"Itterbeck";1011;3;170;"07.10.2008"
"05951";"Werlte";11;4;1480;"07.10.2008"
"05952";"Sîgel";11;4;1178;"07.10.2008"
"05953";"Bîrger";1011;4;319;"07.10.2008"
"05954";"Lorup";1011;4;247;"07.10.2008"
"05955";"Esterwegen";1011;4;315;"07.10.2008"
"05956";"Rastdorf";1011;10;553;"07.10.2008"
"05957";"Lindern Oldenburg";11;4;1490;"07.10.2008"
"05961";"HaselÅnne";11;4;1235;"07.10.2008"
"05962";"Herzlake";1011;4;231;"07.10.2008"
"05963";"Bawinkel";1011;3;197;"07.10.2008"
"05964";"LÑhden";1011;4;297;"07.10.2008"
"05965";"Klein Berssen";1011;4;208;"07.10.2008"
"05966";"Meppen-Apeldorn";1011;10;586;"07.10.2008"
"05971";"Rheine";11;4;895;"07.10.2008"
"05973";"Neuenkirchen Kr Steinfurt";1011;3;198;"07.10.2008"
"05975";"Rheine-Mesum";1011;3;170;"07.10.2008"
"05976";"Salzbergen";1011;4;262;"07.10.2008"
"05977";"Spelle";1011;4;270;"07.10.2008"
"05978";"Hîrstel-Dreierwalde";1011;4;283;"07.10.2008"
"06002";"Ober-Mîrlen";1011;4;316;"07.10.2008"
"06003";"Rosbach v d Hîhe";1011;4;225;"07.10.2008"
"06004";"Lich-Eberstadt";1011;4;309;"07.10.2008"
"06007";"Rosbach-Rodheim";1011;3;160;"07.10.2008"
"06008";"Echzell";1011;4;308;"07.10.2008"
"06020";"HeigenbrÅcken";1011;4;262;"07.10.2008"
"06021";"Aschaffenburg";11;4;1426;"07.10.2008"
"06022";"Obernburg a Main";11;4;986;"07.10.2008"
"06023";"Alzenau i Ufr";11;4;1048;"07.10.2008"
"06024";"Schîllkrippen";11;4;1158;"07.10.2008"
"06026";"Grossostheim";11;4;858;"07.10.2008"
"06027";"Stockstadt a Main";11;4;1058;"07.10.2008"
"06028";"Sulzbach a Main";11;4;907;"07.10.2008"
"06029";"Mîmbris";1011;4;279;"07.10.2008"
"06031";"Friedberg Hess";11;4;931;"07.10.2008"
"06032";"Bad Nauheim";11;4;914;"07.10.2008"
"06033";"Butzbach";11;4;1668;"07.10.2008"
"06034";"Wîllstadt";11;4;1037;"07.10.2008"
"06035";"Reichelsheim Wetterau";11;4;848;"07.10.2008"
"06036";"Wîlfersheim";1011;3;193;"07.10.2008"
"06039";"Karben";11;4;1476;"07.10.2008"
"06041";"Glauburg";11;4;1129;"07.10.2008"
"06042";"BÅdingen Hess";11;4;1650;"07.10.2008"
"06043";"Nidda";11;4;1189;"07.10.2008"
"06044";"Schotten Hess";1011;4;250;"07.10.2008"
"06045";"Gedern";1011;4;280;"07.10.2008"
"06046";"Ortenberg Hess";1011;4;276;"07.10.2008"
"06047";"Altenstadt Hess";1011;4;211;"07.10.2008"
"06048";"BÅdingen-Eckartshausen";1011;10;388;"07.10.2008"
"06049";"Kefenrod";1011;4;269;"07.10.2008"
"06050";"BiebergemÅnd";1011;10;435;"07.10.2008"
"06051";"Gelnhausen";11;4;1223;"07.10.2008"
"06052";"Bad Orb";1011;3;164;"07.10.2008"
"06053";"WÑchtersbach";11;4;1618;"07.10.2008"
"06054";"Birstein";1011;4;208;"07.10.2008"
"06055";"Freigericht";11;4;1213;"07.10.2008"
"06056";"Bad Soden-SalmÅnster";1011;3;171;"07.10.2008"
"06057";"Flîrsbachtal";1011;4;299;"07.10.2008"
"06058";"GrÅndau";1011;4;286;"07.10.2008"
"06059";"Jossgrund";1011;4;226;"07.10.2008"
"06061";"Michelstadt";1011;4;241;"07.10.2008"
"06062";"Erbach Odenw";1011;4;201;"07.10.2008"
"06063";"Bad Kînig";11;4;1465;"07.10.2008"
"06066";"Michelstadt-Vielbrunn";1011;4;272;"07.10.2008"
"06068";"Beerfelden";1011;4;219;"07.10.2008"
"06071";"Dieburg";1011;4;285;"07.10.2008"
"06073";"Babenhausen Hess";11;4;1687;"07.10.2008"
"06074";"Rîdermark";11;4;967;"07.10.2008"
"06078";"Gross-Umstadt";11;4;1937;"07.10.2008"
"06081";"Usingen";1011;3;172;"07.10.2008"
"06082";"Niederreifenberg";1011;4;246;"07.10.2008"
"06083";"Weilrod";1011;3;197;"07.10.2008"
"06084";"Schmitten Taunus";1011;10;527;"07.10.2008"
"06085";"Waldsolms";1011;3;188;"07.10.2008"
"06086";"GrÑvenwiesbach";1011;4;217;"07.10.2008"
"06087";"Waldems";1011;10;526;"07.10.2008"
"06092";"Heimbuchenthal";1011;4;222;"07.10.2008"
"06093";"Laufach";1011;3;172;"07.10.2008"
"06094";"Weibersbrunn";1011;4;241;"07.10.2008"
"06095";"Bessenbach";1011;3;187;"07.10.2008"
"06096";"Wiesen Unterfr";1011;10;480;"07.10.2008"
"06101";"Bad Vilbel";11;4;1494;"07.10.2008"
"06102";"Neu-Isenburg";1011;4;208;"07.10.2008"
"06103";"Langen Hess";11;4;1779;"07.10.2008"
"06104";"Heusenstamm";11;4;1430;"07.10.2008"
"06105";"Mîrfelden-Walldorf";1011;4;263;"07.10.2008"
"06106";"Rodgau";11;4;1529;"07.10.2008"
"06107";"Kelsterbach";11;4;1255;"07.10.2008"
"06108";"MÅhlheim am Main";1011;10;535;"07.10.2008"
"06109";"Frankfurt-Bergen-Enkheim";1011;10;529;"07.10.2008"
"0611";"Wiesbaden";1011;30;2567;"07.10.2008"
"06120";"Aarbergen";1011;3;199;"07.10.2008"
"06122";"Hofheim-Wallau";11;4;1572;"07.10.2008"
"06123";"Eltville am Rhein";1011;4;226;"07.10.2008"
"06124";"Bad Schwalbach";11;4;1458;"07.10.2008"
"06126";"Idstein";11;4;984;"07.10.2008"
"06127";"Niedernhausen Taunus";11;4;974;"07.10.2008"
"06128";"Taunusstein";1011;4;222;"07.10.2008"
"06129";"Schlangenbad";1011;10;431;"07.10.2008"
"06130";"Schwabenheim an der Selz";1011;3;188;"07.10.2008"
"06131";"Mainz";11;3;225;"07.10.2008"
"06132";"Ingelheim am Rhein";1011;4;259;"07.10.2008"
"06133";"Oppenheim";1011;4;343;"07.10.2008"
"06134";"Mainz-Kastel";1011;4;259;"07.10.2008"
"06135";"Bodenheim Rhein";11;4;1425;"07.10.2008"
"06136";"Nieder-Olm";11;4;1676;"07.10.2008"
"06138";"Mommenheim";1011;10;516;"07.10.2008"
"06139";"Budenheim";1011;3;200;"07.10.2008"
"06142";"RÅsselsheim";11;4;2101;"07.10.2008"
"06144";"Bischofsheim b RÅsselsheim";1011;4;248;"07.10.2008"
"06145";"Flîrsheim am Main";11;4;1567;"07.10.2008"
"06146";"Hochheim am Main";11;4;958;"07.10.2008"
"06147";"Trebur";1011;3;170;"07.10.2008"
"06150";"Weiterstadt";11;4;1798;"07.10.2008"
"06151";"Darmstadt";11;3;214;"07.10.2008"
"06152";"Gross-Gerau";11;4;1086;"07.10.2008"
"06154";"Ober-Ramstadt";11;4;1636;"07.10.2008"
"06155";"Griesheim Hess";1011;4;242;"07.10.2008"
"06157";"Pfungstadt";11;4;1628;"07.10.2008"
"06158";"Riedstadt";1011;4;314;"07.10.2008"
"06159";"Messel";1011;4;273;"07.10.2008"
"06161";"Brensbach";1011;10;370;"07.10.2008"
"06162";"Reinheim Odenw";11;4;1610;"07.10.2008"
"06163";"Hîchst i Odw";1011;4;241;"07.10.2008"
"06164";"Reichelsheim Odenwald";1011;3;161;"07.10.2008"
"06165";"Breuberg";1011;3;171;"07.10.2008"
"06166";"Fischbachtal";1011;10;503;"07.10.2008"
"06167";"Modautal";1011;4;263;"07.10.2008"
"06171";"Oberursel Taunus";11;4;1120;"07.10.2008"
"06172";"Bad Homburg v d Hîhe";11;4;2072;"07.10.2008"
"06173";"Kronberg im Taunus";11;4;1839;"07.10.2008"
"06174";"Kînigstein im Taunus";1011;4;212;"07.10.2008"
"06175";"Friedrichsdorf Taunus";1011;4;260;"07.10.2008"
"06181";"Hanau";11;4;367;"07.10.2008"
"06182";"Seligenstadt";11;4;1104;"07.10.2008"
"06183";"Erlensee";11;4;1927;"07.10.2008"
"06184";"Langenselbold";1011;4;228;"07.10.2008"
"06185";"Hammersbach Hess";1011;3;176;"07.10.2008"
"06186";"Grosskrotzenburg";1011;4;239;"07.10.2008"
"06187";"Schîneck";11;4;1073;"07.10.2008"
"06188";"Kahl a Main";11;4;1549;"07.10.2008"
"06190";"Hattersheim a Main";11;4;1215;"07.10.2008"
"06192";"Hofheim am Taunus";11;4;727;"07.10.2008"
"06195";"Kelkheim Taunus";1011;4;228;"07.10.2008"
"06196";"Bad Soden am Taunus";11;4;1137;"07.10.2008"
"06198";"Eppstein";1011;4;319;"07.10.2008"
"06201";"Weinheim Bergstr";11;4;1490;"07.10.2008"
"06202";"Schwetzingen";11;4;1034;"07.10.2008"
"06203";"Ladenburg";11;4;1654;"07.10.2008"
"06204";"Viernheim";11;4;697;"07.10.2008"
"06205";"Hockenheim";11;4;975;"07.10.2008"
"06206";"Lampertheim";11;4;942;"07.10.2008"
"06207";"Wald-Michelbach";1011;3;188;"07.10.2008"
"06209";"Mîrlenbach";1011;4;248;"07.10.2008"
"0621";"Mannheim";11;4;21967;"07.10.2008"
