Ortsnetzkennzahl;Ortsnetzname;StelligkeitNZE;StelligkeitNZZ;Losgroesse;KennzeichenHRNBbeantragbar;LetzteAenderungStelligkeit;LetzteAenderungLosgroesse
4777;Cadenberge;11;11;10000;False;30.04.2010;30.04.2010
4778;Wingst;11;11;10000;False;29.04.2010;29.04.2010
4779;Freiburg Elbe;11;11;10000;False;30.04.2010;30.04.2010
4791;Osterholz-Scharmbeck;11;11;10000;False;28.02.2005;01.01.1998
4792;Worpswede;11;11;10000;False;30.04.2010;30.04.2010
4793;Hambergen;11;11;10000;False;30.04.2010;30.04.2010
4794;Worpswede-Ostersode;11;11;10000;False;30.04.2010;30.04.2010
4795;Garlstedt;11;11;10000;False;30.04.2010;30.04.2010
4796;Teufelsmoor;11;11;10000;False;29.04.2010;29.04.2010
4802;Wrohm;11;11;10000;False;30.04.2010;30.04.2010
4803;Pahlen;11;11;10000;False;30.04.2010;30.04.2010
4804;Nordhastedt;11;11;10000;False;15.01.2007;01.01.1998
4805;Schafstedt;11;11;10000;False;29.04.2010;29.04.2010
4806;Sarzbüttel;11;11;10000;False;29.04.2010;29.04.2010
481;Heide Holst;11;11;10000;False;29.04.2010;29.04.2010
4821;Itzehoe;11;11;10000;False;12.05.2003;01.01.1998
4822;Kellinghusen;11;11;10000;False;04.12.2006;01.01.1998
4823;Wilster;11;11;10000;False;30.04.2010;30.04.2010
4824;Krempe;11;11;10000;False;15.01.2007;01.01.1998
4825;Burg Dithmarschen;11;11;10000;False;30.04.2010;30.04.2010
4826;Hohenlockstedt;11;11;10000;False;30.04.2010;30.04.2010
4827;Wacken;11;11;10000;False;30.04.2010;30.04.2010
4828;Lägerdorf;11;11;10000;False;30.04.2010;30.04.2010
4829;Wewelsfleth;11;11;10000;False;30.04.2010;30.04.2010
4830;Süderhastedt;11;11;10000;False;30.04.2010;30.04.2010
4832;Meldorf;11;11;10000;False;02.04.2007;01.01.1998
4833;Wesselburen;11;11;10000;False;30.04.2010;30.04.2010
4834;Büsum;11;11;10000;False;30.04.2010;30.04.2010
4835;Albersdorf Holst;11;11;10000;False;30.04.2010;30.04.2010
4836;Hennstedt Dithm;11;11;10000;False;04.12.2006;01.01.1998
4837;Neuenkirchen Dithm;11;11;10000;False;30.04.2010;30.04.2010
4838;Tellingstedt;11;11;10000;False;15.01.2007;01.01.1998
4839;Wöhrden Dithm;11;11;10000;False;30.04.2010;30.04.2010
4841;Husum Nordsee;11;11;10000;False;04.12.2006;01.01.1998
4842;Nordstrand;11;11;10000;False;30.04.2010;30.04.2010
4843;Viöl;11;11;10000;False;04.12.2006;01.01.1998
4844;Pellworm;11;11;10000;False;30.04.2010;30.04.2010
4845;Ostenfeld Husum;11;11;10000;False;30.04.2010;30.04.2010
4846;Hattstedt;11;11;10000;False;04.12.2006;01.01.1998
4847;Oster-Ohrstedt;11;11;10000;False;30.04.2010;30.04.2010
4848;Rantrum;11;11;10000;False;30.04.2010;30.04.2010
4849;Hooge;11;11;10000;False;29.04.2010;29.04.2010
4851;Marne;11;11;10000;False;15.01.2007;01.01.1998
4852;Brunsbüttel;11;11;10000;False;16.03.2009;01.01.1998
4853;Sankt Michaelisdonn;11;11;10000;False;30.04.2010;30.04.2010
4854;Friedrichskoog;11;11;10000;False;30.04.2010;30.04.2010
4855;Eddelak;11;11;10000;False;30.04.2010;30.04.2010
4856;Kronprinzenkoog;11;11;10000;False;29.04.2010;29.04.2010
4857;Barlt;11;11;10000;False;30.04.2010;30.04.2010
4858;Sankt Margarethen Holst;11;11;10000;False;30.04.2010;30.04.2010
4859;Windbergen;11;11;10000;False;29.04.2010;29.04.2010
4861;Tönning;11;11;10000;False;30.04.2010;30.04.2010
4862;Garding;11;11;10000;False;04.12.2006;01.01.1998
4863;Sankt Peter-Ording;11;11;10000;False;30.04.2010;30.04.2010
4864;Oldenswort;11;11;10000;False;15.01.2007;01.01.1998
4865;Osterhever;11;11;10000;False;29.04.2010;29.04.2010
4871;Hohenwestedt;11;11;10000;False;11.05.2009;01.01.1998
4872;Hanerau-Hademarschen;11;11;10000;False;30.04.2010;30.04.2010
4873;Aukrug;11;11;10000;False;15.01.2007;01.01.1998
4874;Todenbüttel;11;11;10000;False;30.04.2010;30.04.2010
4875;Stafstedt;11;11;10000;False;30.04.2010;30.04.2010
4876;Reher Holst;11;11;10000;False;29.04.2010;29.04.2010
4877;Hennstedt b Itzehoe;11;11;10000;False;30.04.2010;30.04.2010
4881;Friedrichstadt;11;11;10000;False;30.04.2010;30.04.2010
4882;Lunden;11;11;10000;False;30.04.2010;30.04.2010
4883;Süderstapel;11;11;10000;False;30.04.2010;30.04.2010
4884;Schwabstedt;11;11;10000;False;30.04.2010;30.04.2010
4885;Bergenhusen;11;11;10000;False;29.04.2010;29.04.2010
4892;Schenefeld Mittelholst;11;11;10000;False;15.01.2007;01.01.1998
4893;Hohenaspe;11;11;10000;False;30.04.2010;30.04.2010
4902;Jemgum-Ditzum;11;11;10000;False;29.04.2010;29.04.2010
4903;Wymeer;11;11;10000;False;30.04.2010;30.04.2010
491;Leer Ostfriesland;11;11;10000;False;29.04.2010;29.04.2010
4920;Wirdum;11;11;10000;False;30.04.2010;30.04.2010
4921;Emden Stadt;11;11;10000;False;30.04.2010;30.04.2010
4922;Borkum;11;11;10000;False;15.01.2007;01.01.1998
4923;Krummhörn-Pewsum;11;11;10000;False;30.04.2010;30.04.2010
4924;Moormerland-Oldersum;11;11;10000;False;29.04.2010;29.04.2010
4925;Hinte;11;11;10000;False;16.03.2009;01.01.1998
4926;Krummhörn-Greetsiel;11;11;10000;False;30.04.2010;30.04.2010
4927;Krummhörn-Loquard;11;11;10000;False;30.04.2010;30.04.2010
4928;Ihlow-Riepe;11;11;10000;False;30.04.2010;30.04.2010
4929;Ihlow Kr Aurich;11;11;10000;False;30.04.2010;30.04.2010
4931;Norden;11;11;10000;False;28.02.2005;01.01.1998
4932;Norderney;11;11;10000;False;30.04.2010;30.04.2010
4933;Dornum Ostfriesl;11;11;10000;False;30.04.2010;30.04.2010
4934;Marienhafe;11;11;10000;False;30.04.2010;30.04.2010
4935;Juist;11;11;10000;False;30.04.2010;30.04.2010
4936;Grossheide;11;11;10000;False;04.12.2006;01.01.1998
4938;Hagermarsch;11;11;10000;False;29.04.2010;29.04.2010
4939;Baltrum;11;11;10000;False;29.04.2010;29.04.2010
4941;Aurich;11;11;10000;False;12.05.2003;01.01.1998
4942;Südbrookmerland;11;11;10000;False;04.12.2006;01.01.1998
4943;Grossefehn;11;11;10000;False;30.04.2010;30.04.2010
4944;Wiesmoor;11;11;10000;False;10.11.2008;01.01.1998
4945;Grossefehn-Timmel;11;11;10000;False;29.04.2010;29.04.2010
4946;Grossefehn-Bagband;11;11;10000;False;30.04.2010;30.04.2010
4947;Aurich-Ogenbargen;11;11;10000;False;30.04.2010;30.04.2010
4948;Wiesmoor-Marcardsmoor;11;11;10000;False;30.04.2010;30.04.2010
4950;Holtland;11;11;10000;False;30.04.2010;30.04.2010
4951;Weener;11;11;10000;False;29.10.2007;01.01.1998
4952;Rhauderfehn;11;11;10000;False;15.01.2007;01.01.1998
4953;Bunde;11;11;10000;False;30.04.2010;30.04.2010
4954;Moormerland;11;11;10000;False;15.01.2007;01.01.1998
4955;Westoverledingen;11;11;10000;False;30.04.2010;30.04.2010
4956;Uplengen;11;11;10000;False;30.04.2010;30.04.2010
4957;Detern;11;11;10000;False;30.04.2010;30.04.2010
4958;Jemgum;11;11;10000;False;30.04.2010;30.04.2010
4959;Dollart;11;11;10000;False;29.04.2010;29.04.2010
4961;Papenburg;11;11;10000;False;30.10.2006;01.01.1998
4962;Papenburg-Aschendorf;11;11;10000;False;30.04.2010;30.04.2010
4963;Dörpen;11;11;10000;False;30.04.2010;30.04.2010
4964;Rhede Ems;11;11;10000;False;30.04.2010;30.04.2010
4965;Surwold;11;11;10000;False;30.04.2010;30.04.2010
4966;Neubörger;11;11;10000;False;30.04.2010;30.04.2010
4967;Rhauderfehn-Burlage;11;11;10000;False;30.04.2010;30.04.2010
4968;Neulehe;11;11;10000;False;29.04.2010;29.04.2010
4971;Esens;11;11;10000;False;15.01.2007;01.01.1998
4972;Langeoog;11;11;10000;False;30.04.2010;30.04.2010
4973;Wittmund-Burhafe;11;11;10000;False;30.04.2010;30.04.2010
4974;Neuharlingersiel;11;11;10000;False;30.04.2010;30.04.2010
4975;Westerholt Ostfriesl;11;11;10000;False;30.04.2010;30.04.2010
4976;Spiekeroog;11;11;10000;False;29.04.2010;29.04.2010
4977;Blomberg Ostfriesl;11;11;10000;False;10.11.2008;01.01.1998
5021;Nienburg Weser;11;11;10000;False;04.12.2006;01.01.1998
5022;Wietzen;11;11;10000;False;30.04.2010;30.04.2010
5023;Liebenau Kr Nieburg Weser;11;11;10000;False;30.04.2010;30.04.2010
5024;Rohrsen Kr Nienburg Weser;11;11;10000;False;30.04.2010;30.04.2010
5025;Estorf Weser;11;11;10000;False;30.04.2010;30.04.2010
5026;Steimbke;11;11;10000;False;29.04.2010;29.04.2010
5027;Linsburg;11;11;10000;False;30.04.2010;30.04.2010
5028;Pennigsehl;11;11;10000;False;29.04.2010;29.04.2010
5031;Wunstorf;11;11;10000;False;04.12.2006;01.01.1998
5032;Neustadt am Rübenberge;11;11;10000;False;04.12.2006;01.01.1998
5033;Wunstorf-Grossenheidorn;11;11;10000;False;30.04.2010;30.04.2010
5034;Neustadt-Hagen;11;11;10000;False;30.04.2010;30.04.2010
5035;Gross Munzel;11;11;10000;False;30.04.2010;30.04.2010
5036;Neustadt-Schneeren;11;11;10000;False;30.04.2010;30.04.2010
5037;Bad Rehburg;11;11;10000;False;30.04.2010;30.04.2010
5041;Springe Deister;11;11;10000;False;30.04.2010;30.04.2010
5042;Bad Münder am Deister;11;11;10000;False;30.04.2010;30.04.2010
5043;Lauenau;11;11;10000;False;30.04.2010;30.04.2010
5044;Springe-Eldagsen;11;11;10000;False;30.04.2010;30.04.2010
5045;Springe-Bennigsen;11;11;10000;False;30.04.2010;30.04.2010
5051;Bergen Kr Celle;11;11;10000;False;15.01.2007;01.01.1998
5052;Hermannsburg;11;11;10000;False;30.04.2010;30.04.2010
5053;Faßberg-Müden;11;11;10000;False;30.04.2010;30.04.2010
5054;Bergen-Sülze;11;11;10000;False;30.04.2010;30.04.2010
5055;Fassberg;11;11;10000;False;29.04.2010;29.04.2010
5056;Winsen-Meissendorf;11;11;10000;False;29.04.2010;29.04.2010
5060;Bodenburg;11;11;10000;False;30.04.2010;30.04.2010
5062;Holle b Hildesheim;11;11;10000;False;04.12.2006;01.01.1998
5063;Bad Salzdetfurth;11;11;10000;False;30.04.2010;30.04.2010
5064;Groß Düngen;11;11;10000;False;30.04.2010;30.04.2010
5065;Sibbesse;11;11;10000;False;30.04.2010;30.04.2010
5066;Sarstedt;11;11;10000;False;15.01.2007;01.01.1998
5067;Bockenem;11;11;10000;False;30.04.2010;30.04.2010
5068;Elze Leine;11;11;10000;False;30.04.2010;30.04.2010
5069;Nordstemmen;11;11;10000;False;15.01.2007;01.01.1998
5071;Schwarmstedt;11;11;10000;False;11.05.2009;01.01.1998
5072;Neustadt-Mandelsloh;11;11;10000;False;11.05.2009;01.01.1998
5073;Neustadt-Esperke;11;11;10000;False;30.04.2010;30.04.2010
5074;Rodewald;11;11;10000;False;30.04.2010;30.04.2010
5082;Langlingen;11;11;10000;False;30.04.2010;30.04.2010
5083;Hohne b Celle;11;11;10000;False;30.04.2010;30.04.2010
5084;Hambühren;11;11;10000;False;29.04.2010;29.04.2010
5085;Burgdorf-Ehlershausen;11;11;10000;False;30.04.2010;30.04.2010
5086;Celle-Scheuen;11;11;10000;False;30.04.2010;30.04.2010
5101;Pattensen;11;11;10000;False;30.04.2010;30.04.2010
5102;Laatzen;11;11;10000;False;05.03.2007;01.01.1998
5103;Wennigsen Deister;11;11;10000;False;21.07.2008;01.01.1998
5105;Barsinghausen;11;11;10000;False;15.01.2007;01.01.1998
5108;Gehrden Han;11;11;10000;False;15.01.2007;01.01.1998
5109;Ronnenberg;11;11;10000;False;02.04.2007;01.01.1998
511;Hannover;11;11;10000;False;10.11.2008;01.01.1998
5121;Hildesheim;11;11;10000;False;12.05.2003;01.01.1998
5123;Schellerten;11;11;10000;False;15.01.2007;01.01.1998
5126;Algermissen;11;11;10000;False;30.04.2010;30.04.2010
5127;Harsum;11;11;10000;False;30.04.2010;30.04.2010
5128;Hohenhameln;11;11;10000;False;21.07.2008;01.01.1998
5129;Söhlde;11;11;10000;False;30.04.2010;30.04.2010
5130;Wedemark;11;11;10000;False;04.09.2006;01.01.1998
5131;Garbsen;11;11;10000;False;12.02.2007;01.01.1998
5132;Lehrte;11;11;10000;False;28.02.2005;01.01.1998
5135;Burgwedel-Fuhrberg;11;11;10000;False;30.04.2010;30.04.2010
5136;Burgdorf Kr Hannover;11;11;10000;False;01.08.2001;01.01.1998
5137;Seelze;11;11;10000;False;04.12.2006;01.01.1998
5138;Sehnde;11;11;10000;False;30.04.2010;30.04.2010
5139;Burgwedel;11;11;10000;False;04.09.2006;01.01.1998
5141;Celle;11;11;10000;False;28.02.2005;01.01.1998
5142;Eschede;11;11;10000;False;30.04.2010;30.04.2010
5143;Winsen Aller;11;11;10000;False;10.12.2007;01.01.1998
5144;Wathlingen;11;11;10000;False;04.12.2006;01.01.1998
5145;Beedenbostel;11;11;10000;False;02.04.2007;01.01.1998
5146;Wietze;11;11;10000;False;30.04.2010;30.04.2010
5147;Uetze-Hänigsen;11;11;10000;False;30.04.2010;30.04.2010
5148;Steinhorst Niedersachs;11;11;10000;False;30.04.2010;30.04.2010
5149;Wienhausen;11;11;10000;False;30.04.2010;30.04.2010
5151;Hameln;11;11;10000;False;15.01.2007;01.01.1998
5152;Hessisch Oldendorf;11;11;10000;False;11.05.2009;01.01.1998
5153;Salzhemmendorf;11;11;10000;False;30.04.2010;30.04.2010
5154;Aerzen;11;11;10000;False;30.04.2010;30.04.2010
5155;Emmerthal;11;11;10000;False;30.04.2010;30.04.2010
5156;Coppenbrügge;11;11;10000;False;30.04.2010;30.04.2010
5157;Emmerthal-Börry;11;11;10000;False;30.04.2010;30.04.2010
5158;Hemeringen;11;11;10000;False;30.04.2010;30.04.2010
5159;Coppenbrügge-Bisperode;11;11;10000;False;30.04.2010;30.04.2010
5161;Walsrode;11;11;10000;False;15.01.2007;01.01.1998
5162;Fallingbostel;11;11;10000;False;30.04.2010;30.04.2010
5163;Fallingbostel-Dorfmark;11;11;10000;False;30.04.2010;30.04.2010
5164;Hodenhagen;11;11;10000;False;30.04.2010;30.04.2010
5165;Rethem Aller;11;11;10000;False;30.04.2010;30.04.2010
5166;Walsrode-Kirchboitzen;11;11;10000;False;29.04.2010;29.04.2010
5167;Walsrode-Westenholz;11;11;10000;False;29.04.2010;29.04.2010
5168;Walsrode-Stellichte;11;11;10000;False;29.04.2010;29.04.2010
5171;Peine;11;11;10000;False;12.02.2007;01.01.1998
5172;Ilsede;11;11;10000;False;11.05.2009;01.01.1998
5173;Uetze;11;11;10000;False;10.11.2008;01.01.1998
5174;Lahstedt;11;11;10000;False;30.04.2010;30.04.2010
5175;Lehrte-Arpke;11;11;10000;False;30.04.2010;30.04.2010
5176;Edemissen;11;11;10000;False;30.04.2010;30.04.2010
5177;Edemissen-Abbensen;11;11;10000;False;30.04.2010;30.04.2010
5181;Alfeld Leine;11;11;10000;False;15.01.2007;01.01.1998
5182;Gronau Leine;11;11;10000;False;30.04.2010;30.04.2010
5183;Lamspringe;11;11;10000;False;30.04.2010;30.04.2010
5184;Freden Leine;11;11;10000;False;30.04.2010;30.04.2010
5185;Duingen;11;11;10000;False;30.04.2010;30.04.2010
5186;Salzhemmendorf-Wallensen;11;11;10000;False;29.04.2010;29.04.2010
5187;Delligsen;11;11;10000;False;29.04.2010;29.04.2010
5190;Soltau-Emmingen;11;11;10000;False;29.04.2010;29.04.2010
5191;Soltau;11;11;10000;False;30.04.2010;30.04.2010
5192;Munster;11;11;10000;False;30.04.2010;30.04.2010
5193;Schneverdingen;11;11;10000;False;10.12.2007;01.01.1998
5194;Bispingen;11;11;10000;False;30.04.2010;30.04.2010
5195;Neuenkirchen b Soltau;11;11;10000;False;30.04.2010;30.04.2010
5196;Wietzendorf;11;11;10000;False;30.04.2010;30.04.2010
5197;Soltau-Frielingen;11;11;10000;False;29.04.2010;29.04.2010
5198;Schneverdingen-Wintermoor;11;11;10000;False;29.04.2010;29.04.2010
5199;Schneverdingen-Heber;11;11;10000;False;29.04.2010;29.04.2010
5201;Halle Westf;11;11;10000;False;12.02.2007;01.01.1998
5202;Oerlinghausen;11;11;10000;False;15.01.2007;01.01.1998
5203;Werther Westf;11;11;10000;False;30.04.2010;30.04.2010
5204;Steinhagen Westf;11;11;10000;False;15.01.2007;01.01.1998
5205;Bielefeld-Sennestadt;11;11;10000;False;05.03.2007;01.01.1998
5206;Bielefeld-Jöllenbeck;11;11;10000;False;12.02.2007;01.01.1998
5207;Schloss Holte-Stukenbrock;11;11;10000;False;04.12.2006;01.01.1998
5208;Leopoldshöhe;11;11;10000;False;30.04.2010;30.04.2010
5209;Gütersloh-Friedrichsdorf;11;11;10000;False;30.04.2010;30.04.2010
521;Bielefeld;11;11;10000;False;30.04.2010;30.04.2010
5221;Herford;11;11;10000;False;15.01.2007;01.01.1998
5222;Bad Salzuflen;11;11;10000;False;05.03.2007;01.01.1998
5223;Bünde;11;11;10000;False;12.05.2003;01.01.1998
5224;Enger Westf;11;11;10000;False;02.04.2007;01.01.1998
5225;Spenge;11;11;10000;False;03.09.2007;01.01.1998
5226;Bruchmühlen Westf;11;11;10000;False;30.04.2010;30.04.2010
5228;Vlotho-Exter;11;11;10000;False;30.04.2010;30.04.2010
5231;Detmold;11;11;10000;False;28.02.2005;01.01.1998
5232;Lage Lippe;11;11;10000;False;04.12.2006;01.01.1998
5233;Steinheim Westf;11;11;10000;False;02.04.2007;01.01.1998
5234;Horn-Bad Meinberg;11;11;10000;False;30.04.2010;30.04.2010
5235;Blomberg Lippe;11;11;10000;False;18.06.2007;01.01.1998
5236;Blomberg-Grossenmarpe;11;11;10000;False;30.04.2010;30.04.2010
5237;Augustdorf;11;11;10000;False;30.04.2010;30.04.2010
5238;Nieheim-Himmighausen;11;11;10000;False;30.04.2010;30.04.2010
5241;Gütersloh;11;11;10000;False;01.08.2001;01.01.1998
5242;Rheda-Wiedenbrück;11;11;10000;False;05.03.2007;01.01.1998
5244;Rietberg;11;11;10000;False;30.04.2010;30.04.2010
5245;Herzebrock-Clarholz;11;11;10000;False;10.12.2007;01.01.1998
5246;Verl;11;11;10000;False;04.12.2006;01.01.1998
5247;Harsewinkel;11;11;10000;False;16.03.2009;01.01.1998
5248;Langenberg Kr Gütersloh;11;11;10000;False;30.04.2010;30.04.2010
5250;Delbrück Westf;11;11;10000;False;30.04.2010;30.04.2010
5251;Paderborn;11;11;10000;False;01.07.2001;01.01.1998
5252;Bad Lippspringe;11;11;10000;False;15.01.2007;01.01.1998
5253;Bad Driburg;11;11;10000;False;02.04.2007;01.01.1998
5254;Paderborn-Schloss Neuhaus;11;11;10000;False;01.03.2004;01.01.1998
5255;Altenbeken;11;11;10000;False;30.04.2010;30.04.2010
5257;Hövelhof;11;11;10000;False;30.04.2010;30.04.2010
5258;Salzkotten;11;11;10000;False;15.01.2007;01.01.1998
5259;Bad Driburg-Neuenheerse;11;11;10000;False;30.04.2010;30.04.2010
5261;Lemgo;11;11;10000;False;15.01.2007;01.01.1998
5262;Extertal;11;11;10000;False;15.01.2007;01.01.1998
5263;Barntrup;11;11;10000;False;29.04.2010;29.04.2010
5264;Kalletal;11;11;10000;False;30.04.2010;30.04.2010
5265;Dörentrup;11;11;10000;False;30.04.2010;30.04.2010
5266;Lemgo-Kirchheide;11;11;10000;False;30.04.2010;30.04.2010
5271;Höxter;11;11;10000;False;05.03.2007;01.01.1998
5272;Brakel Westf;11;11;10000;False;30.04.2010;30.04.2010
5273;Beverungen;11;11;10000;False;30.04.2010;30.04.2010
5274;Nieheim;11;11;10000;False;30.04.2010;30.04.2010
5275;Höxter-Ottbergen;11;11;10000;False;30.04.2010;30.04.2010
5276;Marienmünster;11;11;10000;False;30.04.2010;30.04.2010
5277;Höxter-Fürstenau;11;11;10000;False;30.04.2010;30.04.2010
5278;Höxter-Ovenhausen;11;11;10000;False;30.04.2010;30.04.2010
5281;Bad Pyrmont;11;11;10000;False;15.01.2007;01.01.1998
5282;Schieder-Schwalenberg;11;11;10000;False;30.04.2010;30.04.2010
5283;Lügde-Rischenau;11;11;10000;False;30.04.2010;30.04.2010
5284;Schwalenberg;11;11;10000;False;29.04.2010;29.04.2010
5285;Bad Pyrmont-Kleinenberg;11;11;10000;False;29.04.2010;29.04.2010
5286;Ottenstein Niedersachs;11;11;10000;False;29.04.2010;29.04.2010
5292;Lichtenau-Atteln;11;11;10000;False;10.11.2008;01.01.1998
5293;Paderborn-Dahl;11;11;10000;False;30.04.2010;30.04.2010
5294;Hövelhof-Espeln;11;11;10000;False;29.04.2010;29.04.2010
5295;Lichtenau Westf;11;11;10000;False;30.04.2010;30.04.2010
5300;Salzgitter-Üfingen;11;11;10000;False;30.04.2010;30.04.2010
5301;Lehre-Essenrode;11;11;10000;False;29.04.2010;29.04.2010
5302;Vechelde;11;11;10000;False;30.04.2010;30.04.2010
5303;Wendeburg;11;11;10000;False;30.04.2010;30.04.2010
5304;Meine;11;11;10000;False;30.04.2010;30.04.2010
5305;Sickte;11;11;10000;False;30.04.2010;30.04.2010
5306;Cremlingen;11;11;10000;False;30.04.2010;30.04.2010
5307;Braunschweig-Wenden;11;11;10000;False;15.01.2007;01.01.1998
5308;Lehre;11;11;10000;False;30.04.2010;30.04.2010
5309;Lehre-Wendhausen;11;11;10000;False;29.04.2010;29.04.2010
531;Braunschweig;11;11;10000;False;30.04.2010;30.04.2010
5320;Torfhaus;11;11;10000;False;29.04.2010;29.04.2010
5321;Goslar;11;11;10000;False;30.04.2010;30.04.2010
5322;Bad Harzburg;11;11;10000;False;04.12.2006;01.01.1998
5323;Clausthal-Zellerfeld;11;11;10000;False;30.04.2010;30.04.2010
5324;Vienenburg;11;11;10000;False;30.04.2010;30.04.2010
5325;Goslar-Hahnenklee;11;11;10000;False;29.04.2010;29.04.2010
5326;Langelsheim;11;11;10000;False;30.04.2010;30.04.2010
5327;Bad Grund Harz;11;11;10000;False;29.04.2010;29.04.2010
5328;Altenau Harz;11;11;10000;False;30.04.2010;30.04.2010
5329;Schulenberg im Oberharz;11;11;10000;False;29.04.2010;29.04.2010
5331;Wolfenbüttel;11;11;10000;False;12.02.2007;01.01.1998
5332;Schöppenstedt;11;11;10000;False;11.05.2009;01.01.1998
5333;Dettum;11;11;10000;False;30.04.2010;30.04.2010
5334;Hornburg Kr Wolfenbüttel;11;11;10000;False;29.04.2010;29.04.2010
5335;Schladen;11;11;10000;False;30.04.2010;30.04.2010
5336;Semmenstedt;11;11;10000;False;30.04.2010;30.04.2010
5337;Kissenbrück;11;11;10000;False;30.04.2010;30.04.2010
5339;Gielde;11;11;10000;False;30.04.2010;30.04.2010
5341;Salzgitter;11;11;10000;False;12.05.2003;01.01.1998
5344;Lengede;11;11;10000;False;29.04.2010;29.04.2010
5345;Baddeckenstedt;11;11;10000;False;04.12.2006;01.01.1998
5346;Liebenburg;11;11;10000;False;29.04.2010;29.04.2010
5347;Burgdorf b Salzgitter;11;11;10000;False;30.04.2010;30.04.2010
5351;Helmstedt;11;11;10000;False;04.12.2006;01.01.1998
5352;Schöningen;11;11;10000;False;04.12.2006;01.01.1998
5353;Königslutter am Elm;11;11;10000;False;10.11.2008;01.01.1998
5354;Jerxheim;11;11;10000;False;30.04.2010;30.04.2010
5355;Frellstedt;11;11;10000;False;30.04.2010;30.04.2010
5356;Helmstedt-Barmke;11;11;10000;False;30.04.2010;30.04.2010
5357;Grasleben;11;11;10000;False;30.04.2010;30.04.2010
5358;Bahrdorf-Mackendorf;11;11;10000;False;29.04.2010;29.04.2010
5361;Wolfsburg;11;11;10000;False;12.05.2003;01.01.1998
5362;Wolfsburg-Fallersleben;11;11;10000;False;30.04.2010;30.04.2010
5363;Wolfsburg-Vorsfelde;11;11;10000;False;30.04.2010;30.04.2010
5364;Velpke;11;11;10000;False;30.04.2010;30.04.2010
5365;Wolfsburg-Neindorf;11;11;10000;False;30.04.2010;30.04.2010
5366;Jembke;11;11;10000;False;30.04.2010;30.04.2010
5367;Rühen;11;11;10000;False;30.04.2010;30.04.2010
5368;Parsau;11;11;10000;False;30.04.2010;30.04.2010
5371;Gifhorn;11;11;10000;False;05.03.2007;01.01.1998
5372;Meinersen;11;11;10000;False;29.04.2010;29.04.2010
5373;Hillerse Kr Gifhorn;11;11;10000;False;29.04.2010;29.04.2010
5374;Isenbüttel;11;11;10000;False;30.04.2010;30.04.2010
5375;Müden Aller;11;11;10000;False;30.04.2010;30.04.2010
5376;Wesendorf Kr Gifhorn;11;11;10000;False;30.04.2010;30.04.2010
5377;Ehra-Lessien;11;11;10000;False;29.04.2010;29.04.2010
5378;Sassenburg-Platendorf;11;11;10000;False;30.04.2010;30.04.2010
5379;Sassenburg-Grussendorf;11;11;10000;False;30.04.2010;30.04.2010
5381;Seesen;11;11;10000;False;15.01.2007;01.01.1998
5382;Bad Gandersheim;11;11;10000;False;10.11.2008;01.01.1998
5383;Lutter am Barenberge;11;11;10000;False;30.04.2010;30.04.2010
5384;Seesen-Groß Rhüden;11;11;10000;False;30.04.2010;30.04.2010
5401;Georgsmarienhütte;11;11;10000;False;16.03.2009;01.01.1998
5402;Bissendorf Kr Osnabrück;11;11;10000;False;02.04.2007;01.01.1998
5403;Bad Iburg;11;11;10000;False;30.04.2010;30.04.2010
5404;Westerkappeln;11;11;10000;False;30.04.2010;30.04.2010
5405;Hasbergen Kr Osnabrück;11;11;10000;False;15.01.2007;01.01.1998
5406;Belm;11;11;10000;False;15.01.2007;01.01.1998
5407;Wallenhorst;11;11;10000;False;04.12.2006;01.01.1998
5409;Hilter am Teutoburger Wald;11;11;10000;False;30.04.2010;30.04.2010
541;Osnabrück;11;11;10000;False;30.04.2010;30.04.2010
5421;Dissen am Teutoburger Wald;11;11;10000;False;30.04.2010;30.04.2010
5422;Melle;11;11;10000;False;30.10.2006;01.01.1998
5423;Versmold;11;11;10000;False;30.04.2010;30.04.2010
5424;Bad Rothenfelde;11;11;10000;False;04.12.2006;01.01.1998
5425;Borgholzhausen;11;11;10000;False;30.04.2010;30.04.2010
5426;Glandorf;11;11;10000;False;30.04.2010;30.04.2010
5427;Melle-Buer;11;11;10000;False;30.04.2010;30.04.2010
5428;Melle-Neuenkirchen;11;11;10000;False;30.04.2010;30.04.2010
5429;Melle-Wellingholzhausen;11;11;10000;False;30.04.2010;30.04.2010
5431;Quakenbrück;11;11;10000;False;15.01.2007;01.01.1998
5432;Löningen;11;11;10000;False;30.04.2010;30.04.2010
5433;Badbergen;11;11;10000;False;30.04.2010;30.04.2010
5434;Essen Oldenburg;11;11;10000;False;30.04.2010;30.04.2010
5435;Berge b Quakenbrück;11;11;10000;False;30.04.2010;30.04.2010
5436;Nortrup;11;11;10000;False;30.04.2010;30.04.2010
5437;Menslage;11;11;10000;False;30.04.2010;30.04.2010
5438;Bakum-Lüsche;11;11;10000;False;29.04.2010;29.04.2010
5439;Bersenbrück;11;11;10000;False;30.04.2010;30.04.2010
5441;Diepholz;11;11;10000;False;04.12.2006;01.01.1998
5442;Barnstorf Kr Diepholz;11;11;10000;False;30.04.2010;30.04.2010
5443;Lemförde;11;11;10000;False;30.04.2010;30.04.2010
5444;Wagenfeld;11;11;10000;False;30.04.2010;30.04.2010
5445;Drebber;11;11;10000;False;30.04.2010;30.04.2010
